2.00 , 5.40
2.20 , 5.52
2.50 , 5.96 
3.00 , 6.52 
3.40 , 6.98 
3.70 , 7.23 
4.10 , 7.63 
4.80 , 8.27 
5.60 , 8.96 
5.70 , 9.00 
6.80 , 9.86
